course_id,course_title,university,department,difficulty,rating,num_subscribers,num_reviews,num_lectures,content_duration,is_paid,price,description
592338,Forex Trading Secrets of the Pros With Amazon's AWS,Columbia University,Business & Finance,All Levels,3.9,4284,93,76,5 hours,True,200.0,"A comprehensive all levels level course on Forex Trading Secrets of the Pros With Amazon's AWS. Includes 76 lectures spanning 5 hours of content. Trusted by 4,284 students worldwide."
975046,Trading Options With Money Flow,NYU,Business & Finance,All Levels,3.8,1380,42,17,1 hour,True,200.0,"A comprehensive all levels level course on Trading Options With Money Flow. Includes 17 lectures spanning 1 hour of content. Trusted by 1,380 students worldwide."
742602,Financial Management Risk and Return For Securities,University of Washington,Business & Finance,All Levels,3.6,3607,21,19,1.5 hours,True,30.0,"A comprehensive all levels level course on Financial Management Risk and Return For Securities. Includes 19 lectures spanning 1.5 hours of content. Trusted by 3,607 students worldwide."
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,University of Michigan,Business & Finance,All Levels,3.6,4061,52,16,2 hours,True,195.0,"A comprehensive all levels level course on Forex Trading Course: Work Smarter Not Harder Proven Results. Includes 16 lectures spanning 2 hours of content. Trusted by 4,061 students worldwide."
1196544,Python Algo Trading: Sentiment Trading with News,University of Oxford,Business & Finance,All Levels,3.8,294,19,42,7 hours,True,200.0,A comprehensive all levels level course on Python Algo Trading: Sentiment Trading with News. Includes 42 lectures spanning 7 hours of content. Trusted by 294 students worldwide.
504036,Short Selling: Learn To Sell Stocks Before The Fall,Stanford University,Business & Finance,Intermediate,3.9,2276,106,19,1.5 hours,True,75.0,"A comprehensive intermediate level course on Short Selling: Learn To Sell Stocks Before The Fall. Includes 19 lectures spanning 1.5 hours of content. Trusted by 2,276 students worldwide."
719698,Basic Technical Analysis: Learn the structure of the market,Duke University,Business & Finance,Beginner,3.9,4919,79,16,1.5 hours,True,20.0,"A comprehensive beginner level course on Basic Technical Analysis: Learn the structure of the market. Includes 16 lectures spanning 1.5 hours of content. Trusted by 4,919 students worldwide."
564966,The Complete Chart Pattern Trading Course: A Proven Approach,Cornell University,Business & Finance,All Levels,3.9,2666,115,52,4 hours,True,200.0,"A comprehensive all levels level course on The Complete Chart Pattern Trading Course: A Proven Approach. Includes 52 lectures spanning 4 hours of content. Trusted by 2,666 students worldwide."
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,Johns Hopkins University,Business & Finance,All Levels,3.9,5354,24,23,1.5 hours,True,50.0,"A comprehensive all levels level course on 7 Deadly Mistakes of Investing that Will Slash Your Profits!. Includes 23 lectures spanning 1.5 hours of content. Trusted by 5,354 students worldwide."
58977,Financial Statements Made Easy,University of Maryland,Business & Finance,Beginner,3.9,8095,249,12,35 mins,True,95.0,"A comprehensive beginner level course on Financial Statements Made Easy. Includes 12 lectures spanning 35 mins of content. Trusted by 8,095 students worldwide."
1242604,Winning Forex Trading with Live Forex Trading Examples,Cornell University,Business & Finance,All Levels,3.7,809,3,25,2 hours,True,200.0,A comprehensive all levels level course on Winning Forex Trading with Live Forex Trading Examples. Includes 25 lectures spanning 2 hours of content. Trusted by 809 students worldwide.
798740,Forex Traders - Create Your First Trading Robot. No Coding!,NYU,Business & Finance,All Levels,3.6,2295,84,39,4 hours,True,200.0,"A comprehensive all levels level course on Forex Traders - Create Your First Trading Robot. No Coding!. Includes 39 lectures spanning 4 hours of content. Trusted by 2,295 students worldwide."
506568,Create A Business From Home Trading Stocks Today In 2017,Johns Hopkins University,Business & Finance,All Levels,3.9,10149,83,16,2 hours,True,75.0,"A comprehensive all levels level course on Create A Business From Home Trading Stocks Today In 2017. Includes 16 lectures spanning 2 hours of content. Trusted by 10,149 students worldwide."
1020760,Introduction to Accounting : Mastering Financial Statements,Stanford University,Business & Finance,Beginner,3.5,1916,38,23,1 hour,True,50.0,"A comprehensive beginner level course on Introduction to Accounting : Mastering Financial Statements. Includes 23 lectures spanning 1 hour of content. Trusted by 1,916 students worldwide."
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Stanford University,Business & Finance,All Levels,3.8,2507,333,40,2 hours,True,45.0,"A comprehensive all levels level course on The Complete Ethereum Course: Get .01 Ether In Your Wallet. Includes 40 lectures spanning 2 hours of content. Trusted by 2,507 students worldwide."
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Duke University,Business & Finance,All Levels,3.8,5786,518,50,5 hours,True,150.0,"A comprehensive all levels level course on Beginner to Pro in PowerPoint: Complete PowerPoint Training. Includes 50 lectures spanning 5 hours of content. Trusted by 5,786 students worldwide."
353044,Investing 101: The Complete Online Investing Course,University of Washington,Business & Finance,All Levels,3.8,5334,373,42,4.5 hours,True,200.0,"A comprehensive all levels level course on Investing 101: The Complete Online Investing Course. Includes 42 lectures spanning 4.5 hours of content. Trusted by 5,334 students worldwide."
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Columbia University,Business & Finance,Intermediate,3.7,4005,237,25,2 hours,True,175.0,"A comprehensive intermediate level course on Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager. Includes 25 lectures spanning 2 hours of content. Trusted by 4,005 students worldwide."
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Harvard University,Business & Finance,All Levels,3.9,2877,103,81,4.5 hours,True,150.0,"A comprehensive all levels level course on Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5). Includes 81 lectures spanning 4.5 hours of content. Trusted by 2,877 students worldwide."
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,Harvard University,Business & Finance,Beginner,3.8,1026,25,37,3 hours,True,140.0,"A comprehensive beginner level course on Forex Trading: Your Complete Guide to Get Started Like a Pro. Includes 37 lectures spanning 3 hours of content. Trusted by 1,026 students worldwide."
1170894,Python Algo Stock Trading: Automate Your Trading!,Johns Hopkins University,Business & Finance,Beginner,3.7,1165,21,41,2.5 hours,True,95.0,"A comprehensive beginner level course on Python Algo Stock Trading: Automate Your Trading!. Includes 41 lectures spanning 2.5 hours of content. Trusted by 1,165 students worldwide."
948974,THE Forex Robot: Incredible ROI (Robot Included),Stanford University,Business & Finance,All Levels,3.8,1843,171,35,1.5 hours,True,200.0,"A comprehensive all levels level course on THE Forex Robot: Incredible ROI (Robot Included). Includes 35 lectures spanning 1.5 hours of content. Trusted by 1,843 students worldwide."
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Duke University,Business & Finance,All Levels,3.6,8797,449,80,6.5 hours,True,45.0,"A comprehensive all levels level course on The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet. Includes 80 lectures spanning 6.5 hours of content. Trusted by 8,797 students worldwide."
1217778,Mastering High Probability Iron Condor Options Trading,University of Washington,Business & Finance,All Levels,3.9,1030,11,22,2 hours,True,200.0,"A comprehensive all levels level course on Mastering High Probability Iron Condor Options Trading. Includes 22 lectures spanning 2 hours of content. Trusted by 1,030 students worldwide."
1246208,The Complete Short Course on Ethereum,Harvard University,Business & Finance,All Levels,3.9,1041,12,28,1.5 hours,True,200.0,"A comprehensive all levels level course on The Complete Short Course on Ethereum. Includes 28 lectures spanning 1.5 hours of content. Trusted by 1,041 students worldwide."
434774,Options Trading Stocks: Proven Toolbox For Financial Success,Harvard University,Business & Finance,Intermediate,3.7,7884,118,68,10 hours,True,195.0,"A comprehensive intermediate level course on Options Trading Stocks: Proven Toolbox For Financial Success. Includes 68 lectures spanning 10 hours of content. Trusted by 7,884 students worldwide."
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,Duke University,Business & Finance,Beginner,3.7,16900,2476,52,5.5 hours,True,195.0,"A comprehensive beginner level course on Forex Trading A-Z™ - With LIVE Examples of Forex Trading. Includes 52 lectures spanning 5.5 hours of content. Trusted by 16,900 students worldwide."
888716,"Introduction to Finance, Accounting, Modeling and Valuation",Johns Hopkins University,Business & Finance,All Levels,3.9,11441,1118,61,4.5 hours,True,200.0,"A comprehensive all levels level course on Introduction to Finance, Accounting, Modeling and Valuation. Includes 61 lectures spanning 4.5 hours of content. Trusted by 11,441 students worldwide."
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,University of Oxford,Business & Finance,All Levels,3.7,22257,2697,138,7.5 hours,True,195.0,"A comprehensive all levels level course on Beginner to Pro in Excel: Financial Modeling and Valuation. Includes 138 lectures spanning 7.5 hours of content. Trusted by 22,257 students worldwide."
965832,The Complete Investment Banking Course 2017,Johns Hopkins University,Business & Finance,All Levels,3.7,8575,809,110,5.5 hours,True,195.0,"A comprehensive all levels level course on The Complete Investment Banking Course 2017. Includes 110 lectures spanning 5.5 hours of content. Trusted by 8,575 students worldwide."
648826,The Complete Financial Analyst Course 2017,UCLA,Business & Finance,All Levels,3.9,24481,2347,174,10 hours,True,195.0,"A comprehensive all levels level course on The Complete Financial Analyst Course 2017. Includes 174 lectures spanning 10 hours of content. Trusted by 24,481 students worldwide."
1035472,Python for Finance: Investment Fundamentals & Data Analytics,UCLA,Business & Finance,All Levels,3.7,3811,278,103,6.5 hours,True,195.0,"A comprehensive all levels level course on Python for Finance: Investment Fundamentals & Data Analytics. Includes 103 lectures spanning 6.5 hours of content. Trusted by 3,811 students worldwide."
1154754,Financial Modeling for Startups & Small Businesses,University of Washington,Business & Finance,Beginner,3.7,4991,137,79,11.5 hours,True,195.0,"A comprehensive beginner level course on Financial Modeling for Startups & Small Businesses. Includes 79 lectures spanning 11.5 hours of content. Trusted by 4,991 students worldwide."
627540,Options Trading - How to Win with Weekly Options,Carnegie Mellon University,Business & Finance,Intermediate,3.7,7489,1190,25,1 hour,True,115.0,"A comprehensive intermediate level course on Options Trading - How to Win with Weekly Options. Includes 25 lectures spanning 1 hour of content. Trusted by 7,489 students worldwide."
301442,Black Algo Trading: Build Your Trading Robot,University of Oxford,Business & Finance,All Levels,3.7,20195,1113,227,16 hours,True,200.0,"A comprehensive all levels level course on Black Algo Trading: Build Your Trading Robot. Includes 227 lectures spanning 16 hours of content. Trusted by 20,195 students worldwide."
640100,Accounting & Financial Statement Analysis: Complete Training,Columbia University,Business & Finance,All Levels,3.6,10042,594,43,3 hours,True,150.0,"A comprehensive all levels level course on Accounting & Financial Statement Analysis: Complete Training. Includes 43 lectures spanning 3 hours of content. Trusted by 10,042 students worldwide."
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Duke University,Business & Finance,All Levels,3.9,367,42,35,5 hours,True,95.0,A comprehensive all levels level course on Cryptocurrency Trading: Complete Guide To Trading Altcoins. Includes 35 lectures spanning 5 hours of content. Trusted by 367 students worldwide.
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Harvard University,Business & Finance,All Levels,3.6,10603,872,42,5.5 hours,True,200.0,"A comprehensive all levels level course on Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!. Includes 42 lectures spanning 5.5 hours of content. Trusted by 10,603 students worldwide."
1214702,Three Steps Trading - Live Trading - Real Account,Georgia Tech,Business & Finance,All Levels,3.6,1197,11,46,5 hours,True,190.0,"A comprehensive all levels level course on Three Steps Trading - Live Trading - Real Account. Includes 46 lectures spanning 5 hours of content. Trusted by 1,197 students worldwide."
848664,Option Trading for Rookies:  Understand Options Completely,University of Oxford,Business & Finance,All Levels,3.7,2893,65,62,2 hours,True,150.0,"A comprehensive all levels level course on Option Trading for Rookies:  Understand Options Completely. Includes 62 lectures spanning 2 hours of content. Trusted by 2,893 students worldwide."
1142570,How I Learned Stock Trading (and How You Can Too),Stanford University,Business & Finance,Advanced,3.5,1580,12,53,2 hours,True,200.0,"A comprehensive advanced level course on How I Learned Stock Trading (and How You Can Too). Includes 53 lectures spanning 2 hours of content. Trusted by 1,580 students worldwide."
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,Harvard University,Business & Finance,All Levels,3.7,10605,71,77,3 hours,True,95.0,"A comprehensive all levels level course on Learn to Trade for Profit: Find and Trade Winning Stocks. Includes 77 lectures spanning 3 hours of content. Trusted by 10,605 students worldwide."
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Carnegie Mellon University,Business & Finance,Intermediate,4.0,2996,200,23,2 hours,True,125.0,"A comprehensive intermediate level course on Trading Inside Bars - Master 1 Easy Pattern To Be Successful. Includes 23 lectures spanning 2 hours of content. Trusted by 2,996 students worldwide."
885974,Four Fundamentals of Financial Planning,University of Oxford,Business & Finance,All Levels,3.7,6219,23,20,1 hour,True,30.0,"A comprehensive all levels level course on Four Fundamentals of Financial Planning. Includes 20 lectures spanning 1 hour of content. Trusted by 6,219 students worldwide."
1151092,Options Trading - Calendar Spread Course for Every Trader,NYU,Business & Finance,All Levels,3.6,1113,11,17,1.5 hours,True,200.0,"A comprehensive all levels level course on Options Trading - Calendar Spread Course for Every Trader. Includes 17 lectures spanning 1.5 hours of content. Trusted by 1,113 students worldwide."
358326,Dividend Investing: Build Your Portfolio for a Better Future,NYU,Business & Finance,Beginner,3.8,8314,83,47,4 hours,True,60.0,"A comprehensive beginner level course on Dividend Investing: Build Your Portfolio for a Better Future. Includes 47 lectures spanning 4 hours of content. Trusted by 8,314 students worldwide."
153210,Learn Accounting. Understand Business.,Duke University,Business & Finance,Beginner,3.5,5572,123,33,5.5 hours,True,200.0,"A comprehensive beginner level course on Learn Accounting. Understand Business.. Includes 33 lectures spanning 5.5 hours of content. Trusted by 5,572 students worldwide."
834836,How to Consistently Win Trading Stocks in 30 Days or Less,Harvard University,Business & Finance,Intermediate,4.0,1433,169,15,1 hour,True,145.0,"A comprehensive intermediate level course on How to Consistently Win Trading Stocks in 30 Days or Less. Includes 15 lectures spanning 1 hour of content. Trusted by 1,433 students worldwide."
1171994,A Beginner's Guide to Quantopian Futures API,Duke University,Business & Finance,Intermediate,3.7,936,6,11,1.5 hours,True,20.0,A comprehensive intermediate level course on A Beginner's Guide to Quantopian Futures API. Includes 11 lectures spanning 1.5 hours of content. Trusted by 936 students worldwide.
1239068,How to Buy Cheap Options - Options Trading Pricing Model,Cornell University,Business & Finance,All Levels,3.9,658,2,19,1 hour,True,200.0,A comprehensive all levels level course on How to Buy Cheap Options - Options Trading Pricing Model. Includes 19 lectures spanning 1 hour of content. Trusted by 658 students worldwide.
985922,Excel Crash Course: Master Excel for Financial Analysis,Harvard University,Business & Finance,All Levels,3.7,8121,689,40,3.5 hours,True,105.0,"A comprehensive all levels level course on Excel Crash Course: Master Excel for Financial Analysis. Includes 40 lectures spanning 3.5 hours of content. Trusted by 8,121 students worldwide."
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",Duke University,Business & Finance,Beginner,3.8,4187,600,79,9 hours,True,60.0,"A comprehensive beginner level course on Comprehensive Guide to Financial Markets, Investing &Trading. Includes 79 lectures spanning 9 hours of content. Trusted by 4,187 students worldwide."
165964,Stock Trading Ninja: Complete System For Trading Success,Columbia University,Business & Finance,All Levels,3.8,9445,497,38,4.5 hours,True,155.0,"A comprehensive all levels level course on Stock Trading Ninja: Complete System For Trading Success. Includes 38 lectures spanning 4.5 hours of content. Trusted by 9,445 students worldwide."
855172,Hedge and Mutual Fund Careers: The Complete Guide,Columbia University,Business & Finance,All Levels,3.8,3255,340,102,8.5 hours,True,200.0,"A comprehensive all levels level course on Hedge and Mutual Fund Careers: The Complete Guide. Includes 102 lectures spanning 8.5 hours of content. Trusted by 3,255 students worldwide."
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Stanford University,Business & Finance,All Levels,3.7,7941,713,40,6.5 hours,True,185.0,"A comprehensive all levels level course on Algorithmic Trading In Forex: Create Your First Forex Robot!. Includes 40 lectures spanning 6.5 hours of content. Trusted by 7,941 students worldwide."
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,NYU,Business & Finance,All Levels,3.8,1680,158,76,5.5 hours,True,150.0,"A comprehensive all levels level course on The Power Modeling Bootcamp: Advanced Excel in 10 Days. Includes 76 lectures spanning 5.5 hours of content. Trusted by 1,680 students worldwide."
43319,Options Trading Basics (3-Course Bundle),UC Berkeley,Business & Finance,Beginner,4.1,10100,985,45,11 hours,True,180.0,"A comprehensive beginner level course on Options Trading Basics (3-Course Bundle). Includes 45 lectures spanning 11 hours of content. Trusted by 10,100 students worldwide."
408440,How to Win 97% of Your Options Trades,Columbia University,Business & Finance,All Levels,3.6,5050,461,26,1.5 hours,True,125.0,"A comprehensive all levels level course on How to Win 97% of Your Options Trades. Includes 26 lectures spanning 1.5 hours of content. Trusted by 5,050 students worldwide."
918688,How I Make Consistent Returns Trading Options,Carnegie Mellon University,Business & Finance,All Levels,4.0,2310,162,26,3.5 hours,True,200.0,"A comprehensive all levels level course on How I Make Consistent Returns Trading Options. Includes 26 lectures spanning 3.5 hours of content. Trusted by 2,310 students worldwide."
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",UCLA,Business & Finance,All Levels,3.8,5528,506,32,3 hours,True,185.0,"A comprehensive all levels level course on Forex Strategies: Kelly Criterion, Larry Williams and more!. Includes 32 lectures spanning 3 hours of content. Trusted by 5,528 students worldwide."
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",Carnegie Mellon University,Business & Finance,All Levels,3.6,6451,237,28,5 hours,True,125.0,"A comprehensive all levels level course on Elite Trend Trader: Learn To Trade Stocks, Options & Forex. Includes 28 lectures spanning 5 hours of content. Trusted by 6,451 students worldwide."
401784,Options Trading Introduction: Day Trade Stock Options,Columbia University,Business & Finance,Beginner,3.7,12394,218,30,2.5 hours,True,95.0,"A comprehensive beginner level course on Options Trading Introduction: Day Trade Stock Options. Includes 30 lectures spanning 2.5 hours of content. Trusted by 12,394 students worldwide."
1122792,The Almost Perfect Options Trading Strategy System - Unique,Georgia Tech,Business & Finance,All Levels,3.6,1793,18,15,1 hour,True,200.0,"A comprehensive all levels level course on The Almost Perfect Options Trading Strategy System - Unique. Includes 15 lectures spanning 1 hour of content. Trusted by 1,793 students worldwide."
709500,Forex Trading -  Learn to Trade Forex Like the Banks,Cornell University,Business & Finance,All Levels,3.6,3223,240,23,1 hour,True,20.0,"A comprehensive all levels level course on Forex Trading -  Learn to Trade Forex Like the Banks. Includes 23 lectures spanning 1 hour of content. Trusted by 3,223 students worldwide."
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,Harvard University,Business & Finance,Beginner,3.9,16385,273,45,3 hours,True,60.0,"A comprehensive beginner level course on Learn to Trade for Profit:Trading with Japanese Candlesticks. Includes 45 lectures spanning 3 hours of content. Trusted by 16,385 students worldwide."
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,Duke University,Business & Finance,All Levels,3.8,1487,16,18,2 hours,True,200.0,"A comprehensive all levels level course on The Most Powerful Options Spread Trading Front Ratio Spread. Includes 18 lectures spanning 2 hours of content. Trusted by 1,487 students worldwide."
834558,What Finance Job is for You? Explanation of 14 Finance Roles,Johns Hopkins University,Business & Finance,All Levels,4.0,2951,232,60,4 hours,True,200.0,"A comprehensive all levels level course on What Finance Job is for You? Explanation of 14 Finance Roles. Includes 60 lectures spanning 4 hours of content. Trusted by 2,951 students worldwide."
551968,The Blueprint for Successful Stock Trading,University of Pennsylvania,Business & Finance,All Levels,4.1,2697,331,15,1 hour,True,120.0,"A comprehensive all levels level course on The Blueprint for Successful Stock Trading. Includes 15 lectures spanning 1 hour of content. Trusted by 2,697 students worldwide."
1005658,Trading for Beginners - Intermediate Level,Carnegie Mellon University,Business & Finance,Beginner,3.9,3979,40,39,5 hours,True,150.0,"A comprehensive beginner level course on Trading for Beginners - Intermediate Level. Includes 39 lectures spanning 5 hours of content. Trusted by 3,979 students worldwide."
746432,Start Trading Stocks Using Technical Analysis!,University of Oxford,Business & Finance,All Levels,3.7,3190,244,45,4 hours,True,25.0,"A comprehensive all levels level course on Start Trading Stocks Using Technical Analysis!. Includes 45 lectures spanning 4 hours of content. Trusted by 3,190 students worldwide."
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Carnegie Mellon University,Business & Finance,Advanced,3.7,1406,71,54,1.5 hours,True,200.0,"A comprehensive advanced level course on Learn How to Set Up an Incubator Hedge Fund - Step-by-Step. Includes 54 lectures spanning 1.5 hours of content. Trusted by 1,406 students worldwide."
284118,VPS for Forex Trading - Protect Your Forex Robots,University of Washington,Business & Finance,All Levels,4.0,4252,225,24,2 hours,True,160.0,"A comprehensive all levels level course on VPS for Forex Trading - Protect Your Forex Robots. Includes 24 lectures spanning 2 hours of content. Trusted by 4,252 students worldwide."
302562,Introduction to Accounting: The Language of Business,Stanford University,Business & Finance,Beginner,3.6,11958,370,134,11.5 hours,True,20.0,"A comprehensive beginner level course on Introduction to Accounting: The Language of Business. Includes 134 lectures spanning 11.5 hours of content. Trusted by 11,958 students worldwide."
596598,Basic Excel for Basic Bookkeeping and Accounting,Harvard University,Business & Finance,Beginner,4.0,7743,340,33,1.5 hours,True,95.0,"A comprehensive beginner level course on Basic Excel for Basic Bookkeeping and Accounting. Includes 33 lectures spanning 1.5 hours of content. Trusted by 7,743 students worldwide."
860890,"Using 'The Greeks To Understand Options""",Carnegie Mellon University,Business & Finance,All Levels,3.5,2134,55,5,1 hour,True,50.0,"A comprehensive all levels level course on Using 'The Greeks To Understand Options"". Includes 5 lectures spanning 1 hour of content. Trusted by 2,134 students worldwide."
951050,Trading Options For Consistent Returns: Calendar Spreads,UCLA,Business & Finance,All Levels,3.6,1214,69,20,1.5 hours,True,200.0,"A comprehensive all levels level course on Trading Options For Consistent Returns: Calendar Spreads. Includes 20 lectures spanning 1.5 hours of content. Trusted by 1,214 students worldwide."
796450,How to Create Your Personal Budget,Duke University,Business & Finance,All Levels,3.5,3870,53,10,1 hour,True,20.0,"A comprehensive all levels level course on How to Create Your Personal Budget. Includes 10 lectures spanning 1 hour of content. Trusted by 3,870 students worldwide."
502772,The Complete Value Investing Course: A Proven Approach,Johns Hopkins University,Business & Finance,All Levels,3.7,2146,212,49,4.5 hours,True,200.0,"A comprehensive all levels level course on The Complete Value Investing Course: A Proven Approach. Includes 49 lectures spanning 4.5 hours of content. Trusted by 2,146 students worldwide."
1102462,FOREX Trading with Price Action,Johns Hopkins University,Business & Finance,Beginner,3.8,484,57,19,1 hour,True,195.0,A comprehensive beginner level course on FOREX Trading with Price Action. Includes 19 lectures spanning 1 hour of content. Trusted by 484 students worldwide.
1062092,Emini ES Futures - Advanced Non Directional Options Trading,Duke University,Business & Finance,All Levels,3.6,1057,15,14,1.5 hours,True,200.0,"A comprehensive all levels level course on Emini ES Futures - Advanced Non Directional Options Trading. Includes 14 lectures spanning 1.5 hours of content. Trusted by 1,057 students worldwide."
891484,Forex Trading - Advanced Fundamental Analysis,UCLA,Business & Finance,Intermediate,3.8,1754,100,49,2.5 hours,True,20.0,"A comprehensive intermediate level course on Forex Trading - Advanced Fundamental Analysis. Includes 49 lectures spanning 2.5 hours of content. Trusted by 1,754 students worldwide."
1217064,How To Invest With Tiny Capital In Stocks ?,Carnegie Mellon University,Business & Finance,Beginner,3.7,1239,5,6,42 mins,True,20.0,"A comprehensive beginner level course on How To Invest With Tiny Capital In Stocks ?. Includes 6 lectures spanning 42 mins of content. Trusted by 1,239 students worldwide."
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Carnegie Mellon University,Business & Finance,All Levels,3.9,2493,276,108,9.5 hours,True,95.0,"A comprehensive all levels level course on Learn How To Successfully Trade Stocks: In 5 Simple Steps. Includes 108 lectures spanning 9.5 hours of content. Trusted by 2,493 students worldwide."
1259560,Test your knowledge in Basics of Accounting,University of Washington,Business & Finance,Beginner,3.5,1000,11,0,218 questions,True,30.0,"A comprehensive beginner level course on Test your knowledge in Basics of Accounting. spanning 218 questions of content. Trusted by 1,000 students worldwide."
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,University of Oxford,Business & Finance,Beginner,4.0,2602,402,57,5 hours,True,150.0,"A comprehensive beginner level course on Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader. Includes 57 lectures spanning 5 hours of content. Trusted by 2,602 students worldwide."
1270254,Test your Knowledge in Cost Accounting,University of Oxford,Business & Finance,All Levels,3.7,999,3,0,18 questions,True,30.0,A comprehensive all levels level course on Test your Knowledge in Cost Accounting. spanning 18 questions of content. Trusted by 999 students worldwide.
474928,Intermediate Options trading concepts for Stocks and Options,Cornell University,Business & Finance,All Levels,3.9,2000,30,9,1 hour,True,40.0,"A comprehensive all levels level course on Intermediate Options trading concepts for Stocks and Options. Includes 9 lectures spanning 1 hour of content. Trusted by 2,000 students worldwide."
1148774,Options Trading 101: The Basics,University of Washington,Business & Finance,Beginner,3.8,1514,66,11,33 mins,False,0.0,"A comprehensive beginner level course on Options Trading 101: The Basics. Includes 11 lectures spanning 33 mins of content. Trusted by 1,514 students worldwide."
959144,Practical Accounts APP Overview,Carnegie Mellon University,Business & Finance,Intermediate,3.7,1361,1,14,3 hours,True,20.0,"A comprehensive intermediate level course on Practical Accounts APP Overview. Includes 14 lectures spanning 3 hours of content. Trusted by 1,361 students worldwide."
